kind,label,block_index,measurement_index,coeff_norm_mean,proj_norm_mean,relative_proj_mean,max_coeff_mean
dual,goldfish,12,1,79.71827697753906,79.71827697753906,0.44210538268089294,0.302109956741333
dual,goldfish,12,2,68.21186828613281,68.21187591552734,0.440114825963974,0.26642903685569763
dual,goldfish,12,3,60.1193962097168,60.1193962097168,0.45483049750328064,0.2808789610862732
dual,goldfish,12,4,92.39495086669922,92.39495086669922,0.4595905840396881,0.410996675491333
dual,goldfish,12,5,77.92029571533203,77.92030334472656,0.4289581775665283,0.305799663066864
dual,goldfish,12,6,66.63549041748047,66.635498046875,0.4395008087158203,0.27329111099243164
dual,goldfish,12,7,58.211280822753906,58.21128463745117,0.46346455812454224,0.2735694348812103
dual,goldfish,12,8,93.3208999633789,93.3208999633789,0.4597834646701813,0.40932273864746094
dual,goldfish,12,9,80.33690643310547,80.3369140625,0.4478420317173004,0.3195172846317291
dual,goldfish,12,10,70.7735366821289,70.7735366821289,0.4516870677471161,0.27956461906433105
dual,goldfish,12,11,61.63900375366211,61.63900375366211,0.4682217538356781,0.28823038935661316
dual,goldfish,12,12,90.73834991455078,90.73834991455078,0.4566843509674072,0.40886783599853516
dual,goldfish,12,13,78.69176483154297,78.69176483154297,0.43366360664367676,0.3070864677429199
dual,goldfish,12,14,65.67351531982422,65.67351531982422,0.4362066388130188,0.28003135323524475
dual,goldfish,12,15,56.59498977661133,56.59498977661133,0.4525979161262512,0.28397321701049805
dual,goldfish,12,16,91.33464050292969,91.33464813232422,0.4562426507472992,0.4090192914009094
dual,goldfish,12,17,70.36913299560547,70.369140625,0.42547813057899475,0.2989161014556885
dual,goldfish,12,18,61.635406494140625,61.635414123535156,0.44909143447875977,0.27672892808914185
dual,goldfish,12,19,56.3546257019043,56.3546257019043,0.48632174730300903,0.2864130735397339
dual,goldfish,13,0,76.65602111816406,76.65602111816406,0.4698878228664398,0.4176030158996582
dual,goldfish,13,1,60.34967803955078,60.34968185424805,0.4501008987426758,0.2988370358943939
dual,goldfish,13,2,52.50004196166992,52.50004959106445,0.43911299109458923,0.26984262466430664
dual,goldfish,13,3,48.52708053588867,48.52708053588867,0.4452606737613678,0.27623817324638367
dual,goldfish,13,4,76.5013656616211,76.5013656616211,0.468386173248291,0.4182482659816742
dual,goldfish,13,5,59.88604736328125,59.88604736328125,0.4331970810890198,0.3038959503173828
dual,goldfish,13,6,50.420021057128906,50.420021057128906,0.42134982347488403,0.26300081610679626
dual,goldfish,13,7,45.624053955078125,45.624061584472656,0.4276725947856903,0.2552376091480255
dual,goldfish,13,8,76.78953552246094,76.78954315185547,0.47112390398979187,0.4163728356361389
dual,goldfish,13,9,61.6717414855957,61.6717414855957,0.44940659403800964,0.3146226406097412
dual,goldfish,13,10,53.094356536865234,53.0943603515625,0.43557578325271606,0.27373456954956055
dual,goldfish,13,11,48.37360763549805,48.37360763549805,0.4438231587409973,0.27790147066116333
dual,goldfish,13,12,75.0143814086914,75.0143814086914,0.4611763060092926,0.41146156191825867
dual,goldfish,13,13,59.607276916503906,59.607276916503906,0.43907395005226135,0.2987484633922577
dual,goldfish,13,14,49.20429611206055,49.20429992675781,0.42773064970970154,0.2683694064617157
dual,goldfish,13,15,44.714111328125,44.714111328125,0.43657922744750977,0.2663026452064514
dual,goldfish,13,16,75.07075500488281,75.07075500488281,0.46454983949661255,0.4133370518684387
dual,goldfish,13,17,53.5633430480957,53.5633430480957,0.4188193380832672,0.2851126790046692
dual,goldfish,13,18,47.15139389038086,47.151397705078125,0.41742512583732605,0.25266578793525696
dual,goldfish,13,19,45.50936508178711,45.50936508178711,0.4434829652309418,0.26517853140830994
dual,goldfish,14,0,61.1661491394043,61.16614532470703,0.40891844034194946,0.3882594108581543
dual,goldfish,14,1,40.56299591064453,40.56299591064453,0.36923477053642273,0.26847007870674133
dual,goldfish,14,2,34.35580825805664,34.35580825805664,0.3689769506454468,0.25018322467803955
dual,goldfish,14,3,33.40167999267578,33.40167999267578,0.4132574200630188,0.2500534653663635
dual,goldfish,14,4,61.893043518066406,61.893043518066406,0.4115087687969208,0.39118024706840515
dual,goldfish,14,5,41.978309631347656,41.978309631347656,0.37221625447273254,0.2881532311439514
dual,goldfish,14,6,35.185176849365234,35.185176849365234,0.3807462751865387,0.25829827785491943
dual,goldfish,14,7,32.205379486083984,32.205379486083984,0.41625890135765076,0.25231966376304626
dual,goldfish,14,8,62.3599853515625,62.359981536865234,0.41415858268737793,0.39292922616004944
dual,goldfish,14,9,41.71967697143555,41.71967697143555,0.37740686535835266,0.2931371331214905
dual,goldfish,14,10,35.8187255859375,35.8187255859375,0.38218948245048523,0.262312114238739
dual,goldfish,14,11,34.19060134887695,34.19060134887695,0.42927810549736023,0.26881298422813416
dual,goldfish,14,12,60.13595199584961,60.13595199584961,0.40416213870048523,0.38383594155311584
dual,goldfish,14,13,39.54457473754883,39.54457473754883,0.3611792027950287,0.27209019660949707
dual,goldfish,14,14,32.65974807739258,32.65974807739258,0.3650093078613281,0.25222474336624146
dual,goldfish,14,15,31.46918296813965,31.46918296813965,0.41256222128868103,0.26863017678260803
dual,goldfish,14,16,61.275978088378906,61.275978088378906,0.41167140007019043,0.39037442207336426
dual,goldfish,14,17,38.98689651489258,38.98689651489258,0.3720388114452362,0.2670314908027649
